OrderPriority,OrderPriorityPrice,OrderDate,OrderNumber,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,ProductDepartment,Container,ProductCategory,ProductName,CustomerSegment,CustomerID,CustomerName,Region,State,CountryRegion,City,PostalCode,ShipDate,ShipMode
Low,5,04-03-10,90043,0.06,10,1,2,0.36,Office Supplies,Wrap Bag,Paper,Staples Wirebound Steno Books; 6inch x 9inch; 12/Pack,Small Business,1005,Lloyd Dickson,North America,Illinois,United States of America,Buffalo Grove,60089,04-03-10,Regular Air
Low,5,04-03-10,88267,0.1,206,2,9,0.56,Technology,Small Box,Telephones and Communication,TimeportP7382,Corporate,2358,Danielle Baird,North America,Florida,United States of America,Fort Lauderdale,33311,08-03-10,Regular Air
Critical,15,04-03-10,88879,0.02,281,4,57,0.78,Furniture,Jumbo Drum,Chairs and Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Consumer,568,Peter McConnell,North America,Mississippi,United States of America,Columbus,39701,05-03-10,Delivery Truck
Critical,15,05-03-10,2466,0.05,108,25,6,0.65,Furniture,Medium Box,Office Furnishings,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet; Computer; 39inch x 49inch,Home Office,2695,Douglas Lyon,Europe; the Middle East and Africa,Ile-de-France,France,Paris,75005,06-03-10,Regular Air
Critical,15,05-03-10,87676,0.05,108,6,6,0.65,Furniture,Medium Box,Office Furnishings,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet; Computer; 39inch x 49inch,Home Office,2696,Sally Dunn,North America,Alabama,United States of America,Tuscaloosa,35401,06-03-10,Regular Air
Low,5,05-03-10,88474,0.08,296,5,54,0.76,Furniture,Jumbo Box,Tables,Hon 94000 Series Round Tables,Home Office,670,Lewis Baldwin,North America,Virginia,United States of America,Montclair,22025,12-03-10,Delivery Truck
Not Specified,0,05-03-10,86826,0.05,10,11,1,0.39,Office Supplies,Small Box,Envelopes,Staples #10 Laser and Inkjet Envelopes; 4 1/8inch x 9 1/2inch; 100/Box,Corporate,1432,Kerry Green,North America,Indiana,United States of America,Indianapolis,46203,06-03-10,Regular Air
Not Specified,0,05-03-10,86826,0.02,3,7,4,0.56,Office Supplies,Wrap Bag,Pens and Art Supplies,Newell 337,Corporate,1433,Frances Jackson,North America,Indiana,United States of America,Jeffersonville,47130,06-03-10,Express Air
Not Specified,0,05-03-10,88388,0.08,11,11,3,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Home Office,1014,Theresa Winters,North America,Arkansas,United States of America,Bryant,72022,06-03-10,Regular Air
Medium,7,05-03-10,86383,0.02,35,1,8,0.76,Technology,Small Box,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Corporate,392,Erica R Fuller,North America,Missouri,United States of America,Clayton,63105,07-03-10,Regular Air
Medium,7,05-03-10,86383,0.01,20,2,11,0.6,Furniture,Large Box,Office Furnishings,Telescoping Adjustable Floor Lamp,Corporate,392,Erica R Fuller,North America,Missouri,United States of America,Clayton,63105,08-03-10,Regular Air
Not Specified,0,06-03-10,1799,0.05,6,16,7,0.37,Office Supplies,Small Box,Paper,Xerox 204,Small Business,3326,Toni Faircloth,Asia Pacific,Victoria,Australia,Melbourne,3043,08-03-10,Regular Air
Not Specified,0,06-03-10,87272,0.06,114,3,30,0.69,Furniture,Jumbo Drum,Chairs and Chairmats,Hon Comfortask® Task/Swivel Chairs,Small Business,3327,Bob Gibson,North America,Michigan,United States of America,Port Huron,48060,08-03-10,Delivery Truck
Not Specified,0,06-03-10,87272,0.05,6,4,7,0.37,Office Supplies,Small Box,Paper,Xerox 204,Small Business,3327,Bob Gibson,North America,Michigan,United States of America,Port Huron,48060,08-03-10,Regular Air
Low,5,06-03-10,88114,0.08,231,4,24,0.6,Furniture,Jumbo Box,Tables,Bush® Cubix Conference Tables; Fully Assembled,Consumer,2729,Penny O Caldwell,North America,Washington,United States of America,Bellingham,98226,10-03-10,Delivery Truck
Medium,7,06-03-10,89106,0.07,61,7,49,0.59,Office Supplies,Large Box,Appliances,Euro Pro Shark Stick Mini Vacuum,Home Office,1771,Jeff Spivey,North America,Illinois,United States of America,Freeport,61032,07-03-10,Regular Air
Critical,15,07-03-10,88632,0.09,517,5,17,0.59,Technology,Jumbo Box,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Small Business,1020,Julie Porter,North America,Kansas,United States of America,Pittsburg,66762,07-03-10,Delivery Truck
High,10,08-03-10,8709,0.07,52,50,10,0.37,Technology,Medium Box,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Home Office,2836,Regina Williamson,Asia Pacific,Tokyo,Japan,Tokyo,1000000,10-03-10,Regular Air
High,10,08-03-10,8709,0.1,81,11,34,0.37,Technology,Jumbo Drum,Office Machines,Lexmark Z25 Color Inkjet Printer,Home Office,2836,Regina Williamson,Asia Pacific,Tokyo,Japan,Tokyo,1000000,11-03-10,Delivery Truck
High,10,08-03-10,89801,0.07,52,13,10,0.37,Technology,Medium Box,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Home Office,2837,Leslie Hawley,North America,Oklahoma,United States of America,Tulsa,74133,10-03-10,Regular Air
High,10,08-03-10,89801,0.1,81,3,34,0.37,Technology,Jumbo Drum,Office Machines,Lexmark Z25 Color Inkjet Printer,Home Office,2837,Leslie Hawley,North America,Oklahoma,United States of America,Tulsa,74133,11-03-10,Delivery Truck
Low,5,08-03-10,90621,0.01,301,3,65,0.56,Furniture,Jumbo Drum,Chairs and Chairmats,Global Leather and Oak Executive Chair; Black,Consumer,1718,Kathy Shah,North America,North Carolina,United States of America,Garner,27529,15-03-10,Delivery Truck
Critical,15,08-03-10,91424,0.02,162,4,20,0.66,Office Supplies,Small Box,Storage and Organization,Fellowes Super Stor/Drawer® Files,Small Business,2750,Allen Nash,North America,Virginia,United States of America,Waynesboro,22980,08-03-10,Regular Air
Low,5,09-03-10,59776,0.07,401,33,48,0.36,Technology,Jumbo Box,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Corporate,2255,Gina Stokes,Asia Pacific,Beijing,China,Beijing,65001,13-03-10,Delivery Truck
High,10,09-03-10,86422,0.04,19,11,6,0.44,Furniture,Small Pack,Office Furnishings,Executive Impressions 13inch Clairmont Wall Clock,Home Office,1075,Theodore Tyson,North America,Illinois,United States of America,Romeoville,60441,10-03-10,Regular Air
Low,5,09-03-10,87962,0.01,8,9,1,0.36,Office Supplies,Small Box,Envelopes,#10- 4 1/8inch x 9 1/2inch Security-Tint Envelopes,Corporate,2258,Nicole Pope,North America,North Carolina,United States of America,Rocky Mount,27801,13-03-10,Express Air
Low,5,09-03-10,87962,0.07,401,8,48,0.36,Technology,Jumbo Box,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Corporate,2258,Nicole Pope,North America,North Carolina,United States of America,Rocky Mount,27801,13-03-10,Delivery Truck
Medium,7,10-03-10,87915,0.01,100,2,20,0.52,Technology,Small Box,Office Machines,ATandT 2230 Dual Handset Phone With Caller ID/Call Waiting,Home Office,2545,Rick Ellis,North America,Virginia,United States of America,Springfield,22153,12-03-10,Express Air
Medium,7,10-03-10,89805,0.1,5,9,8,0.38,Office Supplies,Small Box,Paper,Xerox 1961,Consumer,3194,Angela Rose,North America,Florida,United States of America,Spring Hill,34609,11-03-10,Regular Air
Medium,7,10-03-10,89805,0,23,6,8,0.39,Office Supplies,Small Box,Paper,Xerox 1991,Consumer,3194,Angela Rose,North America,Florida,United States of America,Spring Hill,34609,12-03-10,Regular Air
Low,5,10-03-10,87317,0.09,6783,1,24,0.06,Technology,Large Box,Office Machines,Polycom ViewStation  ISDN Videoconferencing Unit,Consumer,2855,Vicki Womble,North America,Washington,United States of America,Des Moines,98198,14-03-10,Regular Air
Not Specified,0,11-03-10,86867,0.06,9,9,6,0.38,Office Supplies,Small Box,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Corporate,796,Amanda Conner,North America,Nebraska,United States of America,Papillion,68046,12-03-10,Regular Air
High,10,11-03-10,91235,0.06,100,3,20,0.52,Technology,Small Box,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Home Office,1484,Alison Stewart,North America,Illinois,United States of America,Des Plaines,60016,14-03-10,Regular Air
High,10,11-03-10,91235,0,193,5,20,0.71,Office Supplies,Small Box,Storage and Organization,Fellowes Staxonsteel® Drawer Files,Home Office,1484,Alison Stewart,North America,Illinois,United States of America,Des Plaines,60016,12-03-10,Regular Air
High,10,11-03-10,91235,0.08,21,11,3,0.81,Technology,Small Pack,Telephones and Communication,Accessory39,Home Office,1484,Alison Stewart,North America,Illinois,United States of America,Des Plaines,60016,11-03-10,Express Air
Not Specified,0,12-03-10,89333,0,74,4,15,0.65,Technology,Small Box,Computer Peripherals,Keytronic French Keyboard,Small Business,2037,Lynda Herman,North America,Montana,United States of America,Bozeman,59715,14-03-10,Regular Air
Low,5,12-03-10,89481,0.01,36,10,6,0.38,Technology,Wrap Bag,Telephones and Communication,Accessory41,Small Business,2741,Megan York,North America,Idaho,United States of America,Caldwell,83605,19-03-10,Regular Air
Not Specified,0,12-03-10,91316,0.01,48,8,4,0.71,Technology,Small Pack,Computer Peripherals,DS/HD IBM Formatted Diskettes; 200/Pack - Staples,Consumer,2787,Rodney Kearney,North America,Louisiana,United States of America,Metairie,70003,13-03-10,Express Air
High,10,12-03-10,89004,0.1,74,5,4,0.79,Technology,Small Box,Computer Peripherals,Keytronic French Keyboard,Small Business,1027,Brian Bennett,North America,New York,United States of America,Cheektowaga,14225,13-03-10,Regular Air
High,10,12-03-10,89004,0.05,52,9,10,0.37,Technology,Medium Box,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Small Business,1027,Brian Bennett,North America,New York,United States of America,Cheektowaga,14225,13-03-10,Regular Air
Medium,7,13-03-10,23398,0.06,6,19,7,0.37,Office Supplies,Small Box,Paper,Xerox 210,Corporate,598,Cameron Blalock,Latin America,Distrito Federal,Mexico,Mexico City,1000,14-03-10,Regular Air
Medium,7,13-03-10,87579,0.06,6,5,7,0.37,Office Supplies,Small Box,Paper,Xerox 210,Corporate,600,Vickie Morse,North America,Maryland,United States of America,Reisterstown,21136,14-03-10,Regular Air
Critical,15,13-03-10,90710,0.07,126,1,3,0.6,Technology,Small Box,Telephones and Communication,i2000,Home Office,1035,Kent Burton,North America,Ohio,United States of America,Delaware,43015,13-03-10,Regular Air
Critical,15,13-03-10,90710,0.03,100,6,20,0.52,Technology,Small Box,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Home Office,1036,Jessica Huffman,North America,Ohio,United States of America,Dublin,43017,14-03-10,Regular Air
Critical,15,13-03-10,86555,0.05,4,1,5,0.08,Office Supplies,Small Box,Binders and Binder Accessories,ACCOHIDE® 3-Ring Binder; Blue; 1inch,Home Office,573,Vanessa Winstead,North America,Illinois,United States of America,Pekin,61554,14-03-10,Regular Air
Not Specified,0,14-03-10,24193,0.02,201,45,56,0.75,Furniture,Jumbo Box,Bookcases,O Sullivan Living Dimensions 3-Shelf Bookcases,Small Business,373,Jeanne Werner,North America,Michigan,United States of America,Detroit,48234,16-03-10,Delivery Truck
Not Specified,0,14-03-10,24193,0.02,4,24,5,0.4,Office Supplies,Small Box,Paper,Xerox 1971,Small Business,373,Jeanne Werner,North America,Michigan,United States of America,Detroit,48234,15-03-10,Regular Air
Not Specified,0,14-03-10,24193,0.04,86,19,1,0.85,Technology,Wrap Bag,Telephones and Communication,Accessory4,Small Business,373,Jeanne Werner,North America,Michigan,United States of America,Detroit,48234,16-03-10,Regular Air
