Product_Name,Customer_Name,Region,OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
GBC DocuBind 200 Manual Binding Machine,Alfred Singh,North America,2,7,0.02,421,10,20,0.35,1369.3
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Marianne Carey,North America,2,7,0.02,241,1,60,0.56,70.14
T60,Martin Kirk,North America,4,15,0.09,96,4,5,0.56,175.48
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Nancy Snyder,EMEA,4,15,0.08,16,23,9,0.64,197.08
"Memorex 4.7GB DVD-RAM, 3/Pack",Jeffrey Mueller,North America,4,15,0.1,32,11,2,0.42,110.64
Polycom ViaVideo™ Desktop Video Communications Unit,Theodore Rubin,North America,1,5,0.07,575,8,24,0.06,-93
US Robotics 56K V.92 Internal PCI Faxmodem,Constance Flowers,North America,1,5,0.1,50,46,20,0.45,785
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Crystal Crabtree,North America,0,0,0,7,9,2,0.38,21.94
Acme® Elite Stainless Steel Scissors,Irene Li,North America,4,15,0.03,8,4,3,0.59,14.92
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Laurie Howe,North America,1,5,0.09,161,11,30,0.62,908.63
Avery 51,Laurie Howe,North America,1,5,0.09,6,10,1,0.39,17
Rediform S.O.S. Phone Message Books,Laurie Howe,North America,1,5,0,5,8,1,0.36,13.4
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Marsha P Joyner,North America,0,0,0.05,8,2,6,0.36,-1.04
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Marsha P Joyner,North America,0,0,0.95,219,10,70,0.15,-1832.95
"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Molly Watson,EMEA,4,15,0.06,45,37,2,0.55,813.85
Avery 497,Debra Proctor,North America,1,5,0.01,3,4,1,0.37,3.32
Lexmark Z25 Color Inkjet Printer,Carolyn Fisher,North America,4,15,0.06,81,10,34,0.37,217.1
OIC Thumb-Tacks,Gail Rankin Cole,North America,1,5,0.02,1,38,1,0.38,12.68
"Global High-Back Leather Tilter, Burgundy",Scott Bunn,North America,3,10,0.09,123,49,70,0.74,3847.55
Laminate Occasional Tables,Denise Carver,North America,4,15,0.95,154,8,69,0.68,-401.64
"6"" Cubicle Wall Clock, Black",Helen Stein,North America,0,0,0,8,11,8,0.49,35.12
"Global High-Back Leather Tilter, Burgundy",Annette Boone,North America,3,10,0.09,123,12,70,0.74,889.4
Accessory27,Gretchen Ball,North America,0,0,0.02,36,7,5,0.85,204.16
"GBC White Gloss Covers, Plain Front",Mitchell H Beach,AsiaPac,2,7,0.07,14,47,6,0.38,197.98
Newell 343,Yvonne Clarke,North America,1,5,0.03,3,2,1,0.58,2.3
Peel & Stick Add-On Corner Pockets,Charlotte L Doyle,North America,2,7,0.05,2,8,6,0.37,-0.88
Xerox 21,Charlotte L Doyle,North America,2,7,0.03,6,9,7,0.37,11.36
BPI Conference Tables,Charlotte L Doyle,North America,2,7,0.08,146,11,80,0.71,931.78
"GBC White Gloss Covers, Plain Front",Tara Gold,North America,2,7,0.07,14,12,6,0.38,46.08
Newell 343,Phillip Chappell,North America,1,5,0.03,3,1,1,0.58,0.65
Avery 493,Larry Langston,North America,2,7,0,5,12,1,0.36,20.6
"Array® Parchment Paper, Assorted Colors",Larry Langston,North America,2,7,0.01,7,6,11,0.37,4.12
HP Office Paper (20Lb. and 87 Bright),Larry Langston,North America,2,7,0.1,7,3,7,0.37,-1.33
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Earl Roy,North America,2,7,0.05,13,2,1,0.35,6.8
"Advantus Push Pins, Aluminum Head",Earl Roy,North America,2,7,0.06,6,9,3,0.54,22.92
Panasonic KX-P1150 Dot Matrix Printer,Eddie Walker,North America,1,5,0.08,145,8,18,0.56,538.8
"Metal Folding Chairs, Beige, 4/Carton",Oscar Ford,North America,1,5,0.07,34,5,19,0.58,67.7
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Jeremy Pratt,North America,1,5,0.07,30,13,2,0.5,165.7
Southworth 25% Cotton Antique Laid Paper & Envelopes,Jeremy Pratt,North America,1,5,0.03,8,5,5,0.4,9.8
BASF Silver 74 Minute CD-R,Tommy Honeycutt,North America,2,7,0.07,2,10,2,0.51,6.8
"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Brian Grady,North America,2,7,0.08,10,15,13,0.57,60.5
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Catherine Dorsey Burnett,North America,2,7,0.07,501,10,28,0.38,1525.1
"Hot File® 7-Pocket, Floor Stand",Catherine Dorsey Burnett,North America,2,7,0.1,178,1,20,0.55,60.1
"Sanford Colorific Colored Pencils, 12/Box",Brian Leach,North America,1,5,0.07,3,12,1,0.55,16.28
R380,Brian Leach,North America,1,5,0.1,196,2,4,0.58,184.16
"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Annie Horne,North America,4,15,0,7,7,2,0.37,16.13
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Don Cameron,North America,4,15,0.06,280,6,23,0.59,867.4
"Bevis Round Bullnose 29"" High Table Top",Earl Alston,North America,3,10,0.02,260,8,67,0.65,1243.4
"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Scott Feldman,North America,4,15,0.09,1000,1,14,0.06,-49
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Jack Horn,North America,3,10,0.02,71,4,69,0.68,118.44
StarTAC 8000,Jack Horn,North America,3,10,0.03,206,1,9,0.6,108.42
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Joel Buckley,North America,1,5,0.03,161,11,30,0.62,1014.89
Xerox 1923,Constance Flowers,North America,2,7,0.05,7,46,6,0.37,97.04
Portfile® Personal File Boxes,Constance Flowers,North America,2,7,0.03,18,14,9,0.59,132.12
Surelock™ Post Binders,Katie Herndon,AsiaPac,2,7,0.07,31,46,3,0.35,396.28
Southworth 25% Cotton Premium Laser Paper and Envelopes,Tonya Proctor,North America,1,5,0.04,20,8,9,0.37,43.8
Timeport L7089,Tonya Proctor,North America,1,5,0.08,126,7,8,0.58,433
Surelock™ Post Binders,Marjorie Burnette,North America,2,7,0.07,31,12,3,0.35,101.16
Motorola SB4200 Cable Modem,Ross Simpson,North America,0,0,0.07,180,4,20,0.48,275.2
Motorola SB4200 Cable Modem,Donna Craven,North America,0,0,0.07,180,1,20,0.48,53.8
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Tammy Buckley,North America,3,10,0.1,106,5,14,0.65,277.5
Sharp EL500L Fraction Calculator,Denise Poole,Latam,4,15,0.01,14,7,8,0.39,29.24
Xerox 188,Larry Hall,North America,3,10,0.04,11,10,5,0.36,30.2
Sharp EL500L Fraction Calculator,Rosemary Branch,North America,4,15,0.01,14,2,8,0.39,2.64
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Michael Robbins,North America,2,7,0.06,6,6,5,0.38,6.52
"Career Cubicle Clock, 8 1/4"", Black",Kerry Hardy,North America,2,7,0,20,11,14,0.47,89.4
Euro Pro Shark Stick Mini Vacuum,Jordan Hahn,AsiaPac,4,15,0.08,61,17,49,0.59,479.87
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Joe Baldwin,North America,4,15,0.07,271,36,50,0.77,6779.2
Talkabout T8097,Alison Jones,North America,3,10,0.05,206,12,9,0.58,1301.16
TimeportP7382,Alison Jones,North America,3,10,0.08,206,5,9,0.56,485.4
Lexmark 4227 Plus Dot Matrix Printer,Craig Liu,North America,3,10,0.01,2036,2,15,0.55,2183.88
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Beth Dolan,North America,4,15,0.07,271,9,50,0.77,1657.3
GBC ProClick Spines for 32-Hole Punch,Catherine Powell,AsiaPac,2,7,0.03,13,1,7,0.38,-2.45
Self-Adhesive Address Labels for Typewriters by Universal,Arlene Bowman,AsiaPac,1,5,0.1,7,15,0,0.38,29.4
Turquoise Lead Holder with Pocket Clip,Arlene Bowman,AsiaPac,1,5,0.08,7,20,2,0.52,59.6
"Wilson Jones Hanging View Binder, White, 1""",Ernest Branch,EMEA,2,7,0.06,7,17,6,0.39,33.27
"GBC Laser Imprintable Binding System Covers, Desert Sand",Ryan McKenzie,EMEA,3,10,0.08,14,13,7,0.38,47.6
Staples Gold Paper Clips,Ryan McKenzie,EMEA,3,10,0.04,3,22,2,0.39,21.1
GBC ProClick Spines for 32-Hole Punch,Virginia McNeill,North America,2,7,0.03,13,1,7,0.38,-2.45
Canon MP41DH Printing Calculator,Herbert Beard,North America,0,0,0.04,151,6,14,0.38,294.04
Fellowes High-Stak® Drawer Files,Herbert Beard,North America,0,0,0.04,176,4,12,0.62,396.32
Self-Adhesive Address Labels for Typewriters by Universal,Tony Chandler,North America,1,5,0.1,7,4,0,0.38,7.84
Turquoise Lead Holder with Pocket Clip,Tony Chandler,North America,1,5,0.08,7,5,2,0.52,13.4
Xerox 217,Leslie Jacobson,North America,2,7,0.05,6,9,8,0.37,9.28
"Wilson Jones Hanging View Binder, White, 1""",Stacy Byrne,North America,2,7,0.06,7,4,6,0.39,3.24
Staples Gold Paper Clips,Sarah Ramsey,North America,3,10,0.04,3,6,2,0.39,4.3
StarTAC 7797,Sarah Ramsey,North America,3,10,0.05,116,10,3,0.55,577
Electrix Halogen Magnifier Lamp,Paul Tate,North America,4,15,0.03,194,42,12,0.59,4550.88
O'Sullivan Living Dimensions 2-Shelf Bookcases,Gail Lin,EMEA,4,15,0.02,121,44,59,0.75,3827.52
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Betty Giles,North America,3,10,0.05,81,11,30,0.4,281.85
Xerox 1997,Betty Giles,North America,3,10,0,6,2,10,0.37,-5.56
Electrix Halogen Magnifier Lamp,Jim Hinson,North America,4,15,0.03,194,11,12,0.59,1183.04
O'Sullivan Living Dimensions 2-Shelf Bookcases,Erika Jordan,North America,4,15,0.02,121,11,59,0.75,912.63
Southworth Structures Collection™,Lawrence Haas,North America,2,7,0.1,7,12,5,0.35,16
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Herbert Holden,North America,1,5,0.04,61,4,12,0.64,134.4
Bretford CR4500 Series Slim Rectangular Table,Sean N Boyer,North America,4,15,0.09,348,8,40,0.62,1435.52
Chromcraft Rectangular Conference Tables,Neal Wolfe,North America,0,0,0,237,34,59,0.61,4856.38
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Sherri P Stephens,North America,1,5,0.04,61,1,12,0.64,24.6
Bretford CR4500 Series Slim Rectangular Table,Pauline Finch,North America,4,15,0.09,348,2,40,0.62,328.88
Chromcraft Rectangular Conference Tables,Lois Rowland,North America,0,0,0,237,9,59,0.61,1242.13
Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Cheryl Honeycutt,AsiaPac,0,0,0.1,79,34,20,0.43,866.38
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Joe Keith Simpson,EMEA,1,5,0.09,9,4,1,0.38,9.44
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Courtney McBride,AsiaPac,4,15,0.07,8,20,1,0.35,43.8
Filing/Storage Totes and Swivel Casters,Shawn Combs,North America,1,5,0.07,10,3,9,0.6,6.9
Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Clyde Burnett,North America,0,0,0.1,79,9,20,0.43,214.63
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Edna Michael,North America,1,5,0.09,9,1,1,0.38,1.61
Computer Printout Paper with Letter-Trim Perforations,Edna Michael,North America,1,5,0.09,19,1,9,0.37,-3.68
Durable Pressboard Binders,Doris Fitzpatrick,North America,4,15,0.03,4,6,1,0.38,7.4
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Doris Fitzpatrick,North America,4,15,0.07,8,5,1,0.35,10.2
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Doris Fitzpatrick,North America,4,15,0.07,417,12,75,0.79,3527.88
Avery Printable Repositionable Plastic Tabs,Pam Patton,North America,1,5,0.04,9,37,6,0.38,107.22
Canon Imageclass D680 Copier / Fax,Pam Patton,North America,1,5,0.07,700,15,24,0.54,4911
"Peel & Seel® Recycled Catalog Envelopes, Brown",Richard McLaughlin,AsiaPac,1,5,0.04,12,15,7,0.35,48.8
"Wilson Jones Hanging View Binder, White, 1""",Hazel Jennings,North America,2,7,0,7,28,6,0.39,70.44
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Hazel Jennings,North America,2,7,0.01,5,41,5,0.64,124.15
Staples Standard Envelopes,Hazel Jennings,North America,2,7,0.06,6,24,1,0.38,45.08
Avery Printable Repositionable Plastic Tabs,Michael Robbins,North America,1,5,0.04,9,9,6,0.38,21.54
Canon Imageclass D680 Copier / Fax,Michael Robbins,North America,1,5,0.07,700,4,24,0.54,1292
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Patrick Byrne,North America,2,7,0.01,5,10,5,0.64,26.5
"Adams Telephone Message Books, 5 1/4” x 11”",Eugene Levy,EMEA,4,15,0.05,6,2,2,0.38,1.96
"Adams Telephone Message Books, 5 1/4” x 11”",Robyn Garner,North America,4,15,0.05,6,1,2,0.38,-0.02
Deflect-o Glass Clear Studded Chair Mats,Chris Pritchard,North America,3,10,0.04,62,3,11,0.63,98.74
Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Arlene Long,North America,0,0,0.09,356,30,59,0.64,5815
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Arlene Long,North America,0,0,0.04,219,8,70,0.15,113.96
Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Geoffrey Koch,North America,0,0,0.09,356,8,59,0.64,1507.4
Kleencut® Forged Office Shears by Acme United Corporation,Dale Lanier,Latam,0,0,0.02,2,4,3,0.55,1.24
Xerox 1983,Dale Lanier,Latam,0,0,0.02,6,29,5,0.36,54.16
Xerox 1971,Ruby Knox,EMEA,3,10,0.05,4,37,5,0.4,46.8
Newell 315,Vincent Hale,North America,0,0,0,6,9,1,0.6,31.4
Xerox 1983,Stacey Lucas,North America,0,0,0.02,6,7,5,0.36,9.28
"80 Minute CD-R Spindle, 100/Pack - Staples",Cindy Harvey,North America,3,10,0.03,39,12,2,0.54,236.68
X-Rack™ File for Hanging Folders,Monica Howard,North America,3,10,0.05,11,8,5,0.59,42.52
Xerox 1971,Gail Currin,North America,3,10,0.05,4,9,5,0.4,7.6
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Andrew Gonzalez,North America,3,10,0.03,4,37,7,0.6,77.36
Avery 510,Andrew Gonzalez,North America,3,10,0.01,4,48,1,0.37,68.12
Dana Swing-Arm Lamps,Andrew Gonzalez,North America,3,10,0.02,11,31,13,0.6,184.78
"Executive Impressions 13"" Clairmont Wall Clock",Carol Clayton,AsiaPac,3,10,0.05,19,24,6,0.44,171.84
Fellowes Black Plastic Comb Bindings,Michele Bullard,North America,2,7,0.07,6,10,8,0.39,11.2
"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Michele Bullard,North America,2,7,0.04,10,12,6,0.55,55.2
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Gretchen McKinney,North America,3,10,0.03,4,9,7,0.6,13.52
Avery 510,Gretchen McKinney,North America,3,10,0.01,4,12,1,0.37,16.28
Dana Swing-Arm Lamps,Gretchen McKinney,North America,3,10,0.02,11,8,13,0.6,38.04
"Executive Impressions 13"" Clairmont Wall Clock",Michael Shaffer,North America,3,10,0.05,19,6,6,0.44,38.46
Zoom V.92 USB External Faxmodem,Wesley Waller,North America,4,15,0.02,50,18,20,0.41,331
Zoom V.92 USB External Faxmodem,Phillip Holmes,North America,4,15,0.02,50,5,20,0.41,77.5
Avery 493,Ricky Sanders,North America,1,5,0.1,5,10,1,0.36,12
Okidata ML390 Turbo Dot Matrix Printers,Kay Perez,AsiaPac,0,0,0,442,40,15,0.56,9885.8
Okidata ML390 Turbo Dot Matrix Printers,Shawn McIntyre,North America,0,0,0,442,10,15,0.56,2460.2
Hunt Boston® Vacuum Mount KS Pencil Sharpener,Matthew Berman,North America,3,10,0.08,35,13,8,0.59,224.05
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Leo Kane,North America,0,0,0.05,5,7,5,0.64,15.65
Hand-Finished Solid Wood Document Frame,Leo Kane,North America,0,0,0.02,34,11,5,0.55,193.22
"Tennsco Lockers, Gray",Julia Collier,AsiaPac,3,10,0.01,21,19,53,0.78,254.23
9-3/4 Diameter Round Wall Clock,Anne Lowry,AsiaPac,4,15,0.01,14,17,9,0.43,90.96
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Anne Lowry,AsiaPac,4,15,0.04,33,30,9,0.61,555.3
"Companion Letter/Legal File, Black",Erika Olson,EMEA,4,15,0.03,38,22,13,0.57,438.44
"Tennsco Lockers, Gray",Cameron Owens,North America,3,10,0.01,21,5,53,0.78,27.85
9-3/4 Diameter Round Wall Clock,Roberta Mitchell,North America,4,15,0.01,14,4,9,0.43,14.52
Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Roberta Mitchell,North America,4,15,0.04,33,8,9,0.61,141.48
"SAFCO Commercial Wire Shelving, Black",Jeffrey Page,North America,4,15,0.01,138,4,35,0.5,235.48
Belkin Premiere Surge Master II 8-outlet surge protector,Roy Hardison,North America,4,15,0.03,49,3,4,0.56,73.91
"Global Leather and Oak Executive Chair, Black",Maureen Herbert Hood,North America,4,15,0,301,12,165,0.56,1857.72
Newell 343,Maureen Herbert Hood,North America,4,15,0.09,3,1,1,0.58,0.47
"Dana Fluorescent Magnifying Lamp, White, 36""",Vernon Stark,EMEA,1,5,0.1,51,22,22,0.55,482.9
"Dana Fluorescent Magnifying Lamp, White, 36""",Helen H Heller,North America,1,5,0.1,51,6,22,0.55,115.7
"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Sharon Ellis,North America,0,0,0.04,29,10,9,0.42,101.2
"Carina 42""Hx23 3/4""W Media Storage Unit",Sharon Ellis,North America,0,0,0,81,8,35,0.83,502.84
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Vincent Daniel,North America,3,10,0.06,8,1,2,0.52,1.68
Accessory41,Holly Rodriguez,AsiaPac,4,15,0.09,36,20,6,0.38,202.8
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Lloyd Dolan,North America,4,15,0.02,5,6,3,0.38,7.8
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Lloyd Dolan,North America,4,15,0.03,41,6,7,0.37,76.64
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Ann Steele,North America,2,7,0.07,8,6,2,0.52,19.6
Sharp AL-1530CS Digital Copier,Ann Steele,North America,2,7,0.03,500,5,24,0.36,801
T28 WORLD,Hazel Khan,North America,2,7,0.06,196,6,9,0.6,626.04
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Heather Stern,North America,2,7,0.1,7,5,2,0.39,8.15
Accessory41,Rachel Casey,North America,4,15,0.09,36,5,6,0.38,46.2
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Elsie Pridgen,North America,3,10,0.1,4,2,2,0.39,0.32
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Marvin Rollins,North America,4,15,0.08,55,4,7,0.37,56.8
"O'Sullivan Elevations Bookcase, Cherry Finish",Carl McLean,AsiaPac,1,5,0.06,131,10,55,0.69,770.3
TI 30X Scientific Calculator,Marcia Feldman,North America,4,15,0.03,12,7,6,0.36,21.72
"O'Sullivan Elevations Bookcase, Cherry Finish",David Wrenn,North America,1,5,0.06,131,3,55,0.69,192.59
GBC VeloBinder Electric Binding Machine,Caroline Kay,Latam,1,5,0.1,121,18,9,0.35,535.5
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Caroline Kay,Latam,1,5,0.08,8,23,2,0.74,119.44
V3682,Caroline Kay,Latam,1,5,0.1,126,29,4,0.59,1786.46
Xerox 1979,Ronnie Armstrong,EMEA,4,15,0.07,31,46,9,0.4,461.58
GBC VeloBinder Electric Binding Machine,Glenda Simon,North America,1,5,0.1,121,5,9,0.35,142.25
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Glenda Simon,North America,1,5,0.08,8,6,2,0.74,29.68
V3682,Glenda Simon,North America,1,5,0.1,126,7,4,0.59,428.18
Lexmark Z54se Color Inkjet Printer,Paige Braswell,EMEA,1,5,0.09,91,10,14,0.36,231.7
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Harold Albright,North America,4,15,0.07,41,8,7,0.37,91.4
Staples 1 Part Blank Computer Paper,Edwin Coley,North America,3,10,0.02,11,9,11,0.36,22.66
Lexmark Z54se Color Inkjet Printer,Judith Shepherd,North America,1,5,0.09,91,3,14,0.36,59.71
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Josephine Rao,North America,4,15,0.07,41,2,7,0.37,17.6
"Memorex 4.7GB DVD+RW, 3/Pack",Theresa Winters,North America,4,15,0.09,28,6,2,0.4,50.08
Eldon® Wave Desk Accessories,Theresa Winters,North America,4,15,0,2,3,5,0.43,-2.42
KF 788,Theresa Winters,North America,4,15,0.06,46,10,5,0.56,225
Canon imageCLASS 2200 Advanced Copier,Donna Braun,North America,2,7,0.06,3500,1,24,0.37,1061
Fellowes 17-key keypad for PS/2 interface,Carmen Barrett,AsiaPac,2,7,0.1,31,29,4,0.75,580.35
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Susan Carroll Berman,North America,0,0,0,8,47,2,0.52,193.52
Avery 501,Lynn Morrow,North America,0,0,0,4,1,1,0.38,0.52
5165,Lynn Morrow,North America,0,0,0.02,176,4,5,0.59,396.28
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Sidney Gilliam,North America,3,10,0.08,171,1,36,0.66,63.18
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Shannon Aldridge,North America,0,0,0,8,12,2,0.52,47.92
Eldon® Wave Desk Accessories,Lynn O'Donnell,North America,1,5,0.08,2,9,5,0.43,1.3
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Kevin Ennis,AsiaPac,4,15,0.02,281,14,57,0.78,2932.84
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Lloyd Dickson,North America,1,5,0.06,10,1,2,0.36,1
TimeportP7382,Danielle Baird,North America,1,5,0.1,206,2,9,0.56,180.52
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Peter McConnell,North America,4,15,0.02,281,4,57,0.78,797.24
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Douglas Lyon,EMEA,4,15,0.05,108,25,6,0.65,1614
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Sally Dunn,North America,4,15,0.05,108,6,6,0.65,382.8
Hon 94000 Series Round Tables,Lewis Baldwin,North America,1,5,0.08,296,5,54,0.76,952.4
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Kerry Green,North America,0,0,0.05,10,11,1,0.39,36.4
Newell 337,Frances Jackson,North America,0,0,0.02,3,7,4,0.56,7.34
Heavy-Duty E-Z-D® Binders,Theresa Winters,North America,0,0,0.08,11,11,3,0.38,33.3
Fellowes EZ Multi-Media Keyboard,Erica R Fuller,North America,2,7,0.02,35,1,8,0.76,17.9
Telescoping Adjustable Floor Lamp,Erica R Fuller,North America,2,7,0.01,20,2,11,0.6,12.6
Xerox 204,Toni Faircloth,AsiaPac,0,0,0.05,6,16,7,0.37,23.72
Hon Comfortask® Task/Swivel Chairs,Bob Gibson,North America,0,0,0.06,114,3,30,0.69,185.46
Xerox 204,Bob Gibson,North America,0,0,0.05,6,4,7,0.37,0.68
"Bush® Cubix Conference Tables, Fully Assembled",Penny O Caldwell,North America,1,5,0.08,231,4,24,0.6,456.48
Euro Pro Shark Stick Mini Vacuum,Jeff Spivey,North America,2,7,0.07,61,7,49,0.59,173.04
Panasonic KX-P3626 Dot Matrix Printer,Julie Porter,North America,4,15,0.09,517,5,17,0.59,1275.5
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Regina Williamson,AsiaPac,3,10,0.07,52,50,10,0.37,770
Lexmark Z25 Color Inkjet Printer,Regina Williamson,AsiaPac,3,10,0.1,81,11,34,0.37,206.57
